year,parent_entity,production_value,production_unit,product_emissions_MtCO2,flaring_emissions_MtCO2,venting_emissions_MtCO2,fugitive_methane_emissions_MtCO2e,fugitive_methane_emissions_MtCH4,total_emissions_MtCO2e
1943,Chevron,37.3429675,Bcf/yr,1.99537479,0.003463101,0.056935476,0.5519062,0.019710936,2.721943478
1944,Chevron,32.756195,Million bbl/yr,12.16655542,0.193991249,0.046629455,0.65527043,0.023402515,13.06244655
1944,Chevron,36.606945,Bcf/yr,1.956046347,0.003394844,0.055813289,0.541028238,0.019322437,2.668294511
1945,Chevron,34.284815,Million bbl/yr,12.7343271,0.203044159,0.048805493,0.685849668,0.024494631,13.67202642
1945,Chevron,45.1432,Bcf/yr,2.412170463,0.004186476,0.068828209,0.667188862,0.023828174,3.29050547
1946,Chevron,33.4632,Million bbl/yr,12.4291566,0.198178328,0.047635899,0.669413692,0.023907632,13.34438452
1946,Chevron,53.679455,Bcf/yr,2.868294579,0.004978109,0.081843129,0.793349485,0.02833391,3.912716429
1947,Chevron,34.383,Million bbl/yr,12.77079572,0.203625638,0.048945262,0.687813807,0.024564779,13.71118043
1947,Chevron,62.21571,Bcf/yr,3.324418694,0.005769741,0.094858049,0.919510109,0.032839647,4.534927389
1948,Chevron,34.583385,Million bbl/yr,12.84522424,0.204812374,0.049230517,0.691822403,0.024707943,13.79108954
1948,Chevron,70.751965,Bcf/yr,3.78054281,0.006561374,0.107872969,1.045670732,0.037345383,5.157138348
1949,Chevron,32.60107,Million bbl/yr,12.10893771,0.193072556,0.04640863,0.652167236,0.023291687,13.00058613
1949,Chevron,79.28822,Bcf/yr,4.236666925,0.007353007,0.120887889,1.171831356,0.04185112,5.779349307
1950,Chevron,32.589755,Million bbl/yr,12.10473501,0.193005545,0.046392523,0.651940885,0.023283603,12.99607396
1950,Chevron,87.824475,Bcf/yr,4.692791041,0.008144639,0.133902809,1.297991979,0.046356856,6.401560266
1951,Chevron,37.577845,Million bbl/yr,13.95744938,0.222546394,0.053493223,0.751724999,0.026847321,14.985214
1951,Chevron,96.36073,Bcf/yr,5.148915157,0.008936272,0.146917729,1.424152603,0.050862593,7.023771225
1952,Chevron,37.545725,Million bbl/yr,13.94551913,0.222356171,0.053447499,0.751082455,0.026824373,14.97240525
1952,Chevron,104.896985,Bcf/yr,5.605039272,0.009727904,0.159932649,1.550313226,0.05536833,7.645982184
1953,Chevron,28.65761,Million bbl/yr,10.64422776,0.169718295,0.040794993,0.573280395,0.0204743,11.42802145
1953,Chevron,113.43324,Bcf/yr,6.061163388,0.010519537,0.172947569,1.67647385,0.059874066,8.268193144
1954,Chevron,28.04879,Million bbl/yr,10.4180952,0.166112694,0.039928319,0.561101272,0.020039331,11.18523749
1954,Chevron,116.786495,Bcf/yr,6.240340377,0.01083051,0.178060156,1.726032906,0.061644032,8.51261321
1955,Chevron,31.13669,Million bbl/yr,11.56502654,0.184400092,0.04432404,0.622873085,0.022245467,12.41662375
1955,Chevron,120.455475,Bcf/yr,6.436387737,0.011170763,0.183654118,1.780258184,0.063580649,8.780046594
1956,Chevron,31.68346,Million bbl/yr,11.76811201,0.187638215,0.045102384,0.633810931,0.022636105,12.63466354
1956,Chevron,128.90632,Bcf/yr,6.887948076,0.011954475,0.196538816,1.9051565,0.068041304,9.396031985
1957,Chevron,32.68502,Million bbl/yr,12.14011906,0.193569731,0.046528135,0.653846611,0.023351665,13.03406353
1957,Chevron,128.89172,Bcf/yr,6.887167944,0.011953121,0.196516556,1.904940721,0.068033597,9.394967785
1958,Chevron,30.94105,Million bbl/yr,11.49236044,0.183241458,0.04404554,0.61895941,0.022105693,12.33860685
1958,Chevron,121.01502,Bcf/yr,6.466286325,0.011222654,0.184507236,1.788527917,0.063875997,8.820832047
1959,Chevron,31.462635,Million bbl/yr,11.68609151,0.186330429,0.044788033,0.629393443,0.022478337,12.54660342
1959,Chevron,126.576525,Bcf/yr,6.763458393,0.011738415,0.192986662,1.870723556,0.066811556,9.226212318
1960,Chevron,31.170635,Million bbl/yr,11.57763465,0.184601124,0.044372362,0.623552137,0.022269719,12.43016027
1960,Chevron,124.15256,Bcf/yr,6.633936853,0.011513622,0.18929093,1.834898837,0.065532101,9.049528563
1961,Chevron,31.834205,Million bbl/yr,11.82410287,0.188530969,0.045316974,0.636826505,0.022743804,12.69477732
1961,Chevron,122.046145,Bcf/yr,6.5213832,0.011318278,0.186079355,1.803767313,0.064420261,8.895991151
1962,Chevron,25.967195,Million bbl/yr,9.644933333,0.153784913,0.036965104,0.51946006,0.018552145,10.35514341
1962,Chevron,109.699655,Bcf/yr,5.86166394,0.010173293,0.167255107,1.621293749,0.057903348,7.996050676
1963,Chevron,26.116845,Million bbl/yr,9.700517476,0.154671181,0.037178135,0.52245373,0.018659062,10.41482052
1963,Chevron,114.45962,Bcf/yr,6.11600672,0.010614721,0.174512454,1.691643118,0.060415826,8.343006382
1964,Chevron,26.32161,Million bbl/yr,9.776572852,0.155883856,0.037469625,0.526549946,0.018805355,10.49647628
1964,Chevron,119.02212,Bcf/yr,6.359798205,0.011037837,0.181468733,1.759074075,0.062824074,8.675568788
1965,Chevron,26.616165,Million bbl/yr,9.885978713,0.157628293,0.037888933,0.532442363,0.019015799,10.6139383
1965,Chevron,121.31505,Bcf/yr,6.482318053,0.011250478,0.184964681,1.792962177,0.064034363,8.842701351
1966,Chevron,28.619285,Million bbl/yr,10.6299928,0.169491323,0.040740436,0.572513724,0.020446919,11.41273828
1966,Chevron,122.622115,Bcf/yr,6.552159437,0.011371692,0.186957516,1.812279797,0.064724278,8.937973829
1967,Chevron,30.86221,Million bbl/yr,11.46307708,0.182774546,0.043933309,0.617382257,0.022049366,12.3071672
1967,Chevron,132.70816,Bcf/yr,7.091094644,0.012307049,0.202335345,1.961345368,0.070048049,9.673149587
1968,Chevron,32.792695,Million bbl/yr,12.18011253,0.194207412,0.046681414,0.656000593,0.023428593,13.07700194
1968,Chevron,140.712975,Bcf/yr,7.518821928,0.013049397,0.214539997,2.079651634,0.074273273,10.25662368
1969,Chevron,32.40251,Million bbl/yr,12.03518704,0.191896628,0.046125974,0.648195148,0.023149827,12.92140479
1969,Chevron,147.374225,Bcf/yr,7.874757495,0.013667146,0.224696165,2.178100831,0.077789315,10.74216479
1970,Chevron,33.979675,Million bbl/yr,12.62098968,0.201237036,0.048371117,0.679745503,0.024276625,13.55034333
1970,Chevron,167.47879,Bcf/yr,8.949019795,0.015531597,0.25534887,2.475233995,0.088401214,12.20759438
1971,Chevron,32.954,Million bbl/yr,12.24002566,0.195162705,0.046911037,0.659227415,0.023543836,13.14132681
1971,Chevron,173.859,Bcf/yr,9.289938341,0.016123283,0.265076546,2.569529593,0.091768914,12.67265038
1972,Chevron,32.439,Million bbl/yr,12.04874044,0.192112732,0.046177918,0.648925111,0.023175897,12.9359562
1972,Chevron,188.987,Bcf/yr,10.09828411,0.017526218,0.288141662,2.793112173,0.099754006,13.7753362
1973,Chevron,31.451,Million bbl/yr,11.68176995,0.186261523,0.04477147,0.629160691,0.022470025,12.54196363
1973,Chevron,186.734,Bcf/yr,9.977897873,0.01731728,0.284706594,2.759814212,0.098564793,13.61111415
1974,Chevron,31.86,Million bbl/yr,11.83368385,0.188683734,0.045353694,0.637342521,0.022762233,12.70506379
1974,Chevron,178.096,Bcf/yr,9.51633714,0.016516212,0.271536547,2.632149859,0.094005352,12.98148696
1975,Chevron,31.682,Million bbl/yr,11.76756973,0.187629569,0.045100305,0.633781724,0.022635062,12.63408133
1975,Chevron,164.524,Bcf/yr,8.791134285,0.015257576,0.250843808,2.431564008,0.086841572,11.99221858
1976,Chevron,31.682,Million bbl/yr,11.76756973,0.187629569,0.045100305,0.633781724,0.022635062,12.63408133
1976,Chevron,164.524,Bcf/yr,8.791134285,0.015257576,0.250843808,2.431564008,0.086841572,11.99221858
1977,Chevron,15.841,Million bbl/yr,5.883784865,0.093814784,0.022550153,0.316890862,0.011317531,6.317040664
1977,Chevron,82.262,Bcf/yr,4.395567143,0.007628788,0.125421904,1.215782004,0.043420786,5.996109292
1992,Chevron,6.362593,Million bbl/yr,2.36324275,0.037681036,0.009057348,0.127280322,0.004545726,2.537261455
1992,Chevron,75.139423,Bcf/yr,4.014981144,0.006968257,0.114562368,1.110514676,0.039661238,5.476941874
1993,Chevron,6.916767,Million bbl/yr,2.569078277,0.040963008,0.009846231,0.138366281,0.004941653,2.758253797
1993,Chevron,73.292461,Bcf/yr,3.916291038,0.006796974,0.111746371,1.083217708,0.038686347,5.342316093
1994,Chevron,8.081047,Million bbl/yr,3.001524022,0.047858196,0.01150362,0.161657089,0.005773467,3.222542927
1994,Chevron,87.729371,Bcf/yr,4.687709278,0.008135819,0.133757807,1.2965864,0.046306657,6.394628098
1995,Chevron,9.136312,Million bbl/yr,3.393478585,0.054107767,0.013005822,0.18276711,0.006527397,3.643359285
1995,Chevron,96.984816,Bcf/yr,5.182262412,0.008994148,0.147869251,1.433376212,0.051192008,7.069261097
1996,Chevron,12.6,Million bbl/yr,4.679987962,0.074620686,0.017936489,0.252056364,0.009002013,5.024601501
1996,Chevron,171.8,Bcf/yr,9.17991825,0.015932336,0.261937263,2.539098834,0.090682101,12.52256906
1997,Chevron,14,Million bbl/yr,5.199986624,0.082911873,0.019929432,0.280062627,0.010002237,5.582890556
1997,Chevron,206.4,Bcf/yr,11.028726,0.01914106,0.314690635,3.050465653,0.108945202,15.04457657
1998,Chevron,13.6,Million bbl/yr,5.051415578,0.080542962,0.01936002,0.272060837,0.009716458,5.423379398
1998,Chevron,206.8,Bcf/yr,11.0500995,0.019178155,0.3153005,3.056377408,0.109156336,15.07373273
1999,Chevron,11,Million bbl/yr,4.085703776,0.065145043,0.01565884,0.220049207,0.0078589,4.386556866
1999,Chevron,166.1,Bcf/yr,8.875345875,0.015403731,0.253246678,2.454856323,0.08767344,12.10709384
2000,Chevron,9.4,Million bbl/yr,3.49141959,0.055669401,0.01338119,0.188042049,0.006715787,3.748512231
2000,Chevron,148.7,Bcf/yr,7.945598625,0.013790095,0.226717526,2.197694974,0.078489106,10.83880105
2001,Chevron,11.2,Million bbl/yr,4.159989299,0.066329498,0.015943546,0.224050101,0.008001789,4.466312445
2001,Chevron,154.2,Bcf/yr,8.23948425,0.014300152,0.235103178,2.278981607,0.0813922,11.23969819
2002,Chevron,10.62661,Million bbl/yr,3.947016418,0.062933724,0.015127307,0.212579736,0.007592133,4.237657187
2002,Chevron,124.465,Bcf/yr,6.650631694,0.011542597,0.189767296,1.839516509,0.065697018,9.072302436
2003,Chevron,13.14511,Million bbl/yr,4.882456869,0.077848978,0.01871247,0.262961003,0.009391464,5.24197932
2003,Chevron,122.859,Bcf/yr,6.564817091,0.01139366,0.187318686,1.815780813,0.064849315,8.955240469
2004,Chevron,16.561875,Million bbl/yr,6.151537748,0.098084006,0.023576341,0.331311587,0.011832557,6.604509681
2004,Chevron,133.955,Bcf/yr,7.157717981,0.012422678,0.204236357,1.9797729,0.070706175,9.764032241
2005,Chevron,21.97227,Million bbl/yr,8.161107864,0.130125862,0.031278205,0.439543689,0.015697989,8.76205562
2005,Chevron,185.491175,Bcf/yr,9.911489072,0.017202024,0.282811704,2.741446019,0.097908786,13.52052415
2006,Chevron,30.275655,Million bbl/yr,11.24521436,0.179300805,0.04309833,0.605648533,0.021630305,12.07326203
2006,Chevron,227.368355,Bcf/yr,12.14914384,0.021085617,0.346660329,3.360365105,0.120013039,16.57296815
2007,Chevron,30.756725,Million bbl/yr,11.42389704,0.182149834,0.043783148,0.615272085,0.021974003,12.26510211
2007,Chevron,250.91706,Bcf/yr,13.40743945,0.023269469,0.38256419,3.708400549,0.132442877,18.28944245
2008,Chevron,31.39,Million bbl/yr,11.65911287,0.185900264,0.044684634,0.627940418,0.022426444,12.51763818
2008,Chevron,279.955,Bcf/yr,14.95904548,0.025962381,0.42683729,4.137563527,0.147770126,20.40602923
2009,Chevron,29.2,Million bbl/yr,10.84568639,0.172930478,0.041567102,0.584130622,0.020861808,11.64431459
2009,Chevron,285.065,Bcf/yr,15.23209194,0.02643627,0.434628323,4.213086199,0.150467364,20.77849913
2010,Chevron,31.025,Million bbl/yr,11.52354179,0.183738633,0.044165046,0.620638785,0.022165671,12.37208425
2010,Chevron,287.255,Bcf/yr,15.34911186,0.026639366,0.437967337,4.245453058,0.151623324,20.93812908
2011,Chevron,28.47,Million bbl/yr,10.57454423,0.168607216,0.040527924,0.569527356,0.020340263,11.35320672
2011,Chevron,294.19,Bcf/yr,15.71967491,0.027282502,0.448540881,4.347948113,0.155283861,21.44362394
2012,Chevron,39.785,Million bbl/yr,14.7772477,0.235617777,0.056635176,0.795877972,0.028424213,15.86537863
2012,Chevron,282.51,Bcf/yr,15.09556871,0.026199326,0.430732806,4.175324863,0.149118745,20.59226418
2013,Chevron,44.895,Million bbl/yr,16.67524282,0.26588061,0.063909419,0.898100831,0.03207503,17.90313368
2013,Chevron,328.865,Bcf/yr,17.57249019,0.030498181,0.501408603,4.860423387,0.17358655,23.97109823
2014,Chevron,48.545,Million bbl/yr,18.03095362,0.28749692,0.069105307,0.971117158,0.034682756,19.358673
2014,Chevron,362.08,Bcf/yr,19.3472922,0.033578464,0.552050315,5.351320755,0.191118598,26.39215254
2015,Chevron,57.67,Million bbl/yr,21.42023061,0.341537695,0.082095026,1.153657978,0.041202071,22.99752131
2015,Chevron,433.255,Bcf/yr,23.15043936,0.040179069,0.66056827,6.403243685,0.228687274,31.58012608
2016,Chevron,67.89,Million bbl/yr,25.21622085,0.402063362,0.096643512,1.358103695,0.048503703,27.07303142
2016,Chevron,509.905,Bcf/yr,27.24613629,0.047287413,0.77743376,7.536083764,0.269145849,37.1671745
2017,Chevron,71.175,Million bbl/yr,26.43636057,0.421518041,0.10131981,1.42381839,0.050850657,28.38301681
2017,Chevron,408.07,Bcf/yr,21.80471036,0.03784347,0.622169609,6.031024802,0.215393743,29.74438159
2018,Chevron,72.635,Million bbl/yr,26.97864489,0.430164565,0.103398166,1.453024921,0.051893747,28.96523254
2018,Chevron,336.53,Bcf/yr,17.98205989,0.031209016,0.513095152,4.973707395,0.177632407,24.52980307
2019,Chevron,75.555,Million bbl/yr,28.06321353,0.447457612,0.107554876,1.511437983,0.053979928,30.129664
2019,Chevron,337.625,Bcf/yr,18.04056984,0.031310564,0.514764659,4.989890825,0.178210387,24.60961805
1936,Chevron,2.729262,Million bbl/yr,1.013723278,0.016163445,0.003885189,0.054597449,0.001949909,1.08836936
1937,Chevron,2.815504,Million bbl/yr,1.045755939,0.016674194,0.004007957,0.056322675,0.002011524,1.122760764
1938,Chevron,2.6,Million bbl/yr,0.965711802,0.015397919,0.00370118,0.052011631,0.001857558,1.036822532
1939,Chevron,1.992,Million bbl/yr,0.739883811,0.011797175,0.002835674,0.039848911,0.001423175,0.794365571
1940,Chevron,1.7513,Million bbl/yr,0.650481184,0.010371683,0.00249303,0.035033834,0.001251208,0.698379731
1941,Chevron,2.183,Million bbl/yr,0.810826486,0.01292833,0.003107568,0.043669765,0.001559634,0.870532149
1942,Chevron,2.107,Million bbl/yr,0.782597987,0.012478237,0.00299938,0.042149425,0.001505337,0.840225029
1943,Chevron,2.633,Million bbl/yr,0.977968913,0.015593354,0.003748157,0.052671778,0.001881135,1.049982202
1944,Chevron,3.131,Million bbl/yr,1.162939866,0.018542648,0.004457075,0.062634006,0.002236929,1.248573595
1945,Chevron,2.814,Million bbl/yr,1.045197311,0.016665286,0.004005816,0.056292588,0.00201045,1.122161002
1946,Chevron,3.334,Million bbl/yr,1.238339672,0.01974487,0.004746052,0.066694914,0.002381961,1.329525508
1947,Chevron,3.5289,Million bbl/yr,1.310730914,0.020899122,0.005023498,0.070593786,0.002521207,1.40724732
1948,Chevron,3.7238,Million bbl/yr,1.383122156,0.022053374,0.005300944,0.074492658,0.002660452,1.484969132
1949,Chevron,3.427,Million bbl/yr,1.27288244,0.020295642,0.00487844,0.06855533,0.002448405,1.366611853
1950,Chevron,3.4327,Million bbl/yr,1.274999577,0.020329399,0.004886554,0.068669356,0.002452477,1.368884887
1951,Chevron,3.4384,Million bbl/yr,1.277116715,0.020363156,0.004894669,0.068783381,0.002456549,1.371157921
1952,Chevron,3.429,Million bbl/yr,1.273625295,0.020307487,0.004881287,0.068595339,0.002449834,1.367409408
1953,Chevron,4.251,Million bbl/yr,1.578938796,0.025175598,0.00605143,0.085039016,0.003037108,1.69520484
1954,Chevron,6.912,Million bbl/yr,2.567307682,0.040934776,0.009839445,0.13827092,0.004938247,2.756352823
1955,Chevron,8.1954,Million bbl/yr,3.043997884,0.048535426,0.011666405,0.163944661,0.005855166,3.268144376
1955,Chevron,39.07262493,Bcf/yr,2.087796872,0.003623505,0.059572622,0.577469478,0.02062391,2.848018884
1965,Chevron,7.417218547,Million tonnes/yr,15.79070202,0.00E+00,0.00E+00,1.78386479,0.063709457,17.57456681
1966,Chevron,8.013245038,Million tonnes/yr,17.05959772,0.00E+00,0.00E+00,1.927211068,0.068828967,18.98680878
1967,Chevron,8.145695369,Million tonnes/yr,17.34157454,0.00E+00,0.00E+00,1.959065797,0.069966636,19.30064033
1968,Chevron,8.384495483,Million tonnes/yr,17.84996207,0.00E+00,0.00E+00,2.016497988,0.072017785,19.86646006
1969,Chevron,6.908824278,Million tonnes/yr,14.70836875,0.00E+00,0.00E+00,1.661594342,0.059342655,16.36996309
1970,Chevron,7.110133359,Million tonnes/yr,15.13694068,0.00E+00,0.00E+00,1.71000982,0.061071779,16.8469505
1971,Chevron,6.40740089,Million tonnes/yr,13.64087596,0.00E+00,0.00E+00,1.541000413,0.055035729,15.18187637
1972,Chevron,6.766570808,Million tonnes/yr,14.40552178,0.00E+00,0.00E+00,1.627381927,0.058120783,16.03290371
1973,Chevron,7.315694459,Million tonnes/yr,15.57456485,0.00E+00,0.00E+00,1.759447922,0.062837426,17.33401277
1974,Chevron,6.829514653,Million tonnes/yr,14.5395245,0.00E+00,0.00E+00,1.642520123,0.058661433,16.18204463
1975,Chevron,6.617073393,Million tonnes/yr,14.08725299,0.00E+00,0.00E+00,1.591427321,0.05683669,15.67868031
1976,Chevron,7.188424205,Million tonnes/yr,15.30361602,0.00E+00,0.00E+00,1.728839019,0.061744251,17.03245504
1977,Chevron,7.441386194,Million tonnes/yr,15.84215313,0.00E+00,0.00E+00,1.789677187,0.063917042,17.63183031
1978,Chevron,7.924777902,Million tonnes/yr,16.87125782,0.00E+00,0.00E+00,1.905934439,0.068069087,18.77719226
1979,Chevron,8.40816961,Million tonnes/yr,17.90036251,0.00E+00,0.00E+00,2.022191691,0.072221132,19.9225542
1980,Chevron,8.786537242,Million tonnes/yr,18.70587882,0.00E+00,0.00E+00,2.113190317,0.075471083,20.81906914
1981,Chevron,14.61834347,Million tonnes/yr,31.12135691,0.00E+00,0.00E+00,3.515758372,0.125562799,34.63711528
1982,Chevron,12.84042457,Million tonnes/yr,27.33630092,0.00E+00,0.00E+00,3.088163189,0.110291542,30.4244641
1983,Chevron,11.18579334,Million tonnes/yr,23.81371513,0.00E+00,0.00E+00,2.690219086,0.096079253,26.50393421
1984,Chevron,12.10151502,Million tonnes/yr,25.76321789,0.00E+00,0.00E+00,2.910453078,0.103944753,28.67367097
1985,Chevron,12.05388733,Million tonnes/yr,25.66182212,0.00E+00,0.00E+00,2.898998466,0.10353566,28.56082058
1986,Chevron,11.69690647,Million tonnes/yr,24.90183664,0.00E+00,0.00E+00,2.813143428,0.100469408,27.71498007
1987,Chevron,11.33992561,Million tonnes/yr,24.14185117,0.00E+00,0.00E+00,2.727288389,0.097403157,26.86913956
1988,Chevron,11.70280323,Million tonnes/yr,24.91439041,0.00E+00,0.00E+00,2.814561618,0.100520058,27.72895202
1989,Chevron,13.69863014,Million tonnes/yr,29.16335621,0.00E+00,0.00E+00,3.294564374,0.117663013,32.45792059
1990,Chevron,13.69863014,Million tonnes/yr,29.16335621,0.00E+00,0.00E+00,3.294564374,0.117663013,32.45792059
1991,Chevron,13.60791074,Million tonnes/yr,28.9702214,0.00E+00,0.00E+00,3.272746067,0.116883788,32.24296747
1992,Chevron,15.15014062,Million tonnes/yr,32.25351316,0.00E+00,0.00E+00,3.643657288,0.130130617,35.89717045
1993,Chevron,17.96244217,Million tonnes/yr,38.24069225,0.00E+00,0.00E+00,4.320024809,0.1542866,42.56071706
1994,Chevron,17.96244217,Million tonnes/yr,38.24069225,0.00E+00,0.00E+00,4.320024809,0.1542866,42.56071706
1995,Chevron,15.51301824,Million tonnes/yr,33.0260524,0.00E+00,0.00E+00,3.730930517,0.133247518,36.75698292
1996,Chevron,14.33366597,Million tonnes/yr,30.51529988,0.00E+00,0.00E+00,3.447292524,0.12311759,33.9625924
1997,Chevron,14.01705525,Million tonnes/yr,29.84125939,0.00E+00,0.00E+00,3.371146632,0.120398094,33.21240602
1998,Chevron,20.04898848,Million tonnes/yr,42.68279287,0.00E+00,0.00E+00,4.821845872,0.172208781,47.50463874
1999,Chevron,13.78934954,Million tonnes/yr,29.35649102,0.00E+00,0.00E+00,3.316382681,0.118442239,32.6728737
2000,Chevron,11.70280323,Million tonnes/yr,24.91439041,0.00E+00,0.00E+00,2.814561618,0.100520058,27.72895202
2001,Chevron,14.51510478,Million tonnes/yr,30.9015695,0.00E+00,0.00E+00,3.490929138,0.124676041,34.39249863
2002,Chevron,12.79143609,Million tonnes/yr,27.23200812,0.00E+00,0.00E+00,3.076381303,0.109870761,30.30838942
